mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year
Porsche,Porsche,911 GT3,PC,4%,78% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,911 GT3 RS,PC,4%,79% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,911 Turbo,PC,3%,72% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,911 Turbo Cabriolet,PC,3%,73% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,911 Turbo S,PC,3%,72% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,911 Turbo S Cabriolet,PC,3%,73% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Boxster (Finland),PC,3%,64% G,"",FN,"",G,"",G,"",2011
Porsche,Porsche,Boxster (Germany),PC,3%,65% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Boxster S (Finland),PC,3%,67% G,"",FN,"",G,"",G,"",2011
Porsche,Porsche,Boxster S (Germany),PC,3%,67% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Boxster Spyder,PC,3%,68% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Cayenne (Manual),MPV,3%,66% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Cayenne (Tiptronic),MPV,3%,66% G,"",G,"",G,"",J,"",2011
Porsche,Porsche,Cayenne S,MPV,4%,67% G,"",G,"",G,"",J,"",2011
Porsche,Porsche,Cayenne S Hybrid,MPV,3%,67% G,"",G,"",G,"",J,"",2011
Porsche,Porsche,Cayenne Turbo,MPV,2%,67% G,"",G,"",G,"",J,"",2011
Porsche,Porsche,Cayman,PC,3%,65% G,"",FN,"",G,"",G,"",2011
Porsche,Porsche,Cayman S,PC,3%,66% G,"",FN,"",G,"",G,"",2011
Porsche,Porsche,Panamera,PC,3%,72% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Panamera 4,PC,3%,73% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Panamera 4S,PC,3%,74% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Panamera S,PC,3%,72% G,"",G,"",G,"",G,"",2011
Porsche,Porsche,Panamera Turbo,PC,3%,76% G,"",G,"",G,"",G,"",2011
Saab,Saab,9-3 auto trans,PC,1%,30% G,20% SW,SW,"",G,"",J,"",2011
Saab,Saab,9-3 manual trans,PC,1%,35% G,20% SW,SW,"",G,"",G,"",2011
Saab,Saab,"9-5 Linear Sedan (Auto)
2.0T Biopower",PC,20%,20%,15%,SW,"",US,"",J,"",2011
Saab,Saab,"9-5 Linear Sedan (Manual)
2.0T Biopower",PC,20%,30%,15%,SW,"",US,"",G,"",2011
Saab,Saab,"9-5 Linear Sedan, Aero
Sedan (Auto) 2.8 TS AWD",PC,1%,20%,15%,SW,"",AU,"",J,"",2011
Think,Think,City (Type 2),PC,50%,"","",US,"",T,"",I,"",2011
Toyota Motor,Lexus,CT200h,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,ES350,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,GS350/460,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,GS450h,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,GX,MPV,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,HS250h,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,"IS, IS F, IS C",PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,LS460,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,LS600h,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,LX570,MPV,0%,100% J,"",J,"",J,"",US,"",2011
Toyota Motor,Lexus,RX HV,MPV,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Lexus,RX350,MPV,65%,20% J,"",J,CN,J,US,J,US,2011
Toyota Motor,SCION,iQ,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,SCION,SCION tC,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,SCION,SCION xB,PC,0%,100% J,"",J,"",CH,"",J,"",2011
Toyota Motor,SCION,SCION xD,MPV,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Toyota,4Runner,MPV,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Toyota,Avalon,PC,80%,15% J,"",US,"",US,"",US,"",2011
Toyota Motor,Toyota,Camry,PC,80%,15% J,"",US,J,US,"",US,J,2011
Toyota Motor,Toyota,Camry HV,PC,40%,50% J,"",J,US,US,J,J,"",2011
Toyota Motor,Toyota,Corolla,PC,35%,55% J,"",J,"CN, US",US,J,J,"",2011
Toyota Motor,Toyota,FJ Cruiser,MPV,0%,100% J,"",J,"",J,"",J,US,2011
Toyota Motor,Toyota,Highlander,MPV,70%,25% J,"",US,"",US,J,J,"",2011
Toyota Motor,Toyota,Highlander HV,MPV,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Toyota,Land Cruiser,MPV,0%,100% J,"",J,"",J,"",US,"",2011
Toyota Motor,Toyota,Matrix,PC,65%,"","",CN,"",US,"",J,"",2011
Toyota Motor,Toyota,Prius,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Toyota,RAV4,MPV,60%,35% J,"",J,CN,J,US,J,"",2011
Toyota Motor,Toyota,Sequoia,MPV,80%,15% J,"",US,"",US,"",US,"",2011
Toyota Motor,Toyota,Sienna,MPV,75%,"","",US,"",US,J,US,J,2011
Toyota Motor,Toyota,Tacoma,Truck,70%,20% J,"",US,M,US,J,US,J,2011
Toyota Motor,Toyota,Tundra,Truck,80%,"","",US,"",US,J,US,"",2011
Toyota Motor,Toyota,Venza,MPV,75%,25% J,"",US,"",J,US,J,US,2011
Toyota Motor,Toyota,Yaris H/B,PC,0%,100% J,"",J,"",J,"",J,"",2011
Toyota Motor,Toyota,Yaris S/D,PC,0%,100% J,"",J,"",J,"",J,"",2011
Volkswagen-Audi,Audi,"A3, 2.0L TDI",PC,1%,75% G,"",G,"",G,"",G,"",2011
Volkswagen-Audi,Audi,"A3/A4/A5 Cabriolet/A5 Coupe, 2.0L TFSI; A5 Coupe, 3.0L TFSI; A6 Sedan and Avant, 3.0L TFSI, 3.2L FSI, 4.2L FSI; A8L/A8 NWB, 4.2L FSI",PC,1%,75% G,"",G,"",H,"",G,"",2011
Volkswagen-Audi,Audi,"Q5, 3.2L FSI, 2.0L FSI",MPV,1%,75% G,"",G,"",H,"",G,"",2011
Volkswagen-Audi,Audi,"Q7, 3.0L TDI, 3.0L TFSI,
3.6L TFSI",MPV,1%,75% G,"",SL,"",H,"",J,"",2011
Volkswagen-Audi,Audi,"R8 Coupe, 4.2L FSI, 5.2L
FSI; R8 Spyder, 4.2L FSI,
5.2L FSI",PC,1%,75% G,"",G,"",H,"",I,"",2011
Volkswagen-Audi,Audi,"S4/S5 Cabriolet, 3.0L
TFSI; S5 Couple, 4.2L FSI;
S6 Sedan, 5.2L FSI",PC,1%,75% G,"",G,"",H,"",G,"",2011
Volkswagen-Audi,Audi,"TT Coupe/Roadster, 2.0L
TFSI",PC,1%,75% G,"",H,"",H,"",G,"",2011
Volkswagen-Audi,Volkswagen,"CC, 2.0T",PC,1%,75% G,"",G,"",H,"",G,"",2011
Volkswagen-Audi,Volkswagen,"CC, 3.6L",PC,1%,65% G,"",G,"",G,"",J,"",2011
Volkswagen-Audi,Volkswagen,"Eos, 2.0T",PC,1%,60% G,"",PO,"",H,"",G,"",2011
Volkswagen-Audi,Volkswagen,"Eos, 3.2L",PC,1%,60% G,"",PO,"",G,"",G,"",2011
Volkswagen-Audi,Volkswagen,"Golf, 2.0L",PC,1%,75% G,"",G,"",H,"",G,"",2011
Volkswagen-Audi,Volkswagen,"Golf, 2.0L TDI",PC,1%,70% G,"",G,"",G,"",G,"",2011
Volkswagen-Audi,Volkswagen,"Golf, 2.5L Auto",PC,1%,60% G,"",G,"",M,"",J,"",2011
Volkswagen-Audi,Volkswagen,"Golf, 2.5L Manual",PC,1%,60% G,"",G,"",M,"",A,"",2011
Volkswagen-Audi,Volkswagen,"GTI, 2.0L",PC,1%,75% G,"",G,H,"",G,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta SportWagen, 2.0L
TDI",PC,7%,35% M,35% G,M,G,"",G,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta SportWagen, 2.5L
Auto",PC,7%,35% M,35% G,M,M,"",J,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta SportWagen, 2.5L
Manual",PC,7%,35% M,35% G,M,M,"",A,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta, 2.0L TDI",PC,9%,40% M,20% G,M,G,"",G,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta, 2.0L TS Auto",PC,9%,40% M,20% G,M,M,"",J,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta, 2.0L TS Manual",PC,9%,40% M,20% G,M,M,"",A,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta, 2.5L Auto",PC,9%,40% M,20% G,M,M,"",J,"","",2011
Volkswagen-Audi,Volkswagen,"Jetta, 2.5L Manual",PC,9%,40% M,20% G,M,M,"",A,"","",2011
Volkswagen-Audi,Volkswagen,Routan,MPV,82%,"","",CN,US,M,US,"","",2011
Volkswagen-Audi,Volkswagen,"Tiguan, 2.0T Auto",MPV,1%,75% G,"",G,H,"",J,"","",2011
Volkswagen-Audi,Volkswagen,"Tiguan, 2.0T Manual",MPV,1%,75% G,"",G,H,"",G,"","",2011
Volkswagen-Audi,Volkswagen,Touareg Hybrid,MPV,1%,60% G,"",SL,H,"",J,"","",2011
Volkswagen-Audi,Volkswagen,"Touareg, 3.0L, TDI, 4.2L",MPV,1%,60% G,"",SL,H,"",J,"","",2011
Volkswagen-Audi,Volkswagen,"Touareg, 3.6L",MPV,1%,60% G,"",SL,G,"",J,"","",2011
Volvo Cars,Volvo,"C30 T5 R-Design, T5
(Auto)",PC,1%,30% BE,20% DE,BE,SW,"",J,"","",2011
Volvo Cars,Volvo,"C30 T5 R-Design, T5
(Manual)",PC,1%,30% BE,20% DE,BE,SW,"",DE,"","",2011
Volvo Cars,Volvo,"C70 T5 (Convertible, Auto)",PC,1%,25% SW,20% DE,SW,SW,"",J,"","",2011
Volvo Cars,Volvo,"S40 T5 (FWD, Auto)",PC,1%,35% BE,20% DE,BE,SW,"",J,"","",2011
Volvo Cars,Volvo,"S40 T5 R-Design (FWD,
Auto)",PC,1%,30% BE,20% DE,BE,SW,"",J,"","",2011
Volvo Cars,Volvo,"S60 T6 (AWD, Auto)",PC,1%,30% BE,20% DE,BE,UK,"",J,"","",2011
Volvo Cars,Volvo,"S80 3.2, 3.2 PZ (FWD,
Auto)",PC,1%,25% SW,20% DE,SW,UK,"",J,"","",2011
Volvo Cars,Volvo,"S80 T6 (AWD, Auto)",PC,1%,30% SW,20% DE,SW,UK,"",J,"","",2011
Volvo Cars,Volvo,"V50 T5 (FWD, Auto)",MPV,1%,30% BE,20% DE,BE,SW,"",J,"","",2011
Volvo Cars,Volvo,"V50 T5 R-Design (FWD,
Auto)",MPV,1%,30% BE,20% DE,BE,"",SW,"",J,"",2011
Volvo Cars,Volvo,"XC60 T6, 3.2 PZ, 3.2, 3.2
R-Design (AWD, FWD,
Auto)",MPV,1%,25% BE,20% DE,BE,"",UK,"",J,"",2011
Volvo Cars,Volvo,"XC70 3.2 PZ, 3.2 (FWD,",MPV,1%,25% SW,20% DE,SW,"",UK,"",J,"",2011
Volvo Cars,Volvo,"XC70 T6, 3.2 PZ, 3.2
(AWD, Auto)",MPV,1%,30% SW,20% DE,SW,"",UK,"",J,"",2011
Volvo Cars,Volvo,"XC90 3.2 R-Design, 3.2
(AWD, Auto)",MPV,1%,30% SW,20% DE,SW,"",UK,"",J,"",2011
Volvo Cars,Volvo,"XC90 3.2 R-Design, 3.2
(FWD, Auto)",MPV,1%,25% SW,20% DE,SW,"",UK,"",J,"",2011
Volvo Cars,Volvo,"XC90 V8 (AWD, Auto)",MPV,1%,30% SW,20% DE,SW,"",J,"",J,"",2011
Wheego,Wheego,Wheego LiFe,PC,73%,24% CH,"",CN,US,US,"",I,"",2011
American Honda,Acura,MDX,MPV,65%,25% J,"",CN,"",US,"",J,"",2012
American Honda,Acura,RDX,MPV,70%,20% J,"",US,"",J,"",US,"",2012
American Honda,Acura,RL,PC,5%,95% J,"",J,"",J,"",J,"",2012
American Honda,Acura,TL,PC,60%,20% J,"",US,"",US,"",J,"",2012
American Honda,Acura,TSX,PC,5%,85% J,"",J,"",J,"",J,"",2012
American Honda,Acura,ZDX,PC,65%,25% J,"",CN,"",US,"",J,"",2012
American Honda,Honda,Accord,PC,80%,"","",US,"",US,"",US,"J, P",2012
American Honda,Honda,Civic,PV,65%,20% J,"",US,"CN, J",US,J,J,"",2012
American Honda,Honda,Crosstour,MPV,80%,"","",US,"",US,"",US,"",2012
American Honda,Honda,CR-V,MPV,65%,20% J,"",US,"CN, J, M",US,J,US,J,2012
American Honda,Honda,CR-Z,PC,0%,90% J,"",J,"",J,"",J,"",2012
American Honda,Honda,Fit,PC,0%,85% J,"",J,"",J,"",J,"",2012
American Honda,Honda,Insight,PC,0%,85% J,"",J,"",J,"",J,"",2012
American Honda,Honda,Odyssey,MPV,70%,15% J,"",US,"",US,"",US,"",2012
American Honda,Honda,Pilot,MPV,75%,"","",US,"",US,"",US,"",2012
American Honda,Honda,Ridgeline,Truck,70%,"","",US,"",US,"",US,"",2012
American Suzuki,Suzuki,Equator,Truck,50%,25% J,"",US,"",J,"",J,"",2012
American Suzuki,Suzuki,Grand Vitara,MPV,1%,88% J,"",J,"",J,"",J,"",2012
American Suzuki,Suzuki,Kizashi,PC,2%,87% J,"",J,"",J,"",J,"",2012
American Suzuki,Suzuki,SX4 (Hatchback),PC,0%,83% J,"",J,"",J,"",J,"",2012
American Suzuki,Suzuki,SX4 (Sedan),PC,0%,82% J,"",J,"",J,"",J,"",2012
BMW AG,BMW,"128i, 135i",PC,5%,80% G,"",G,"",G,"",G,"",2012
BMW AG,BMW,328i Sedan SA,PC,5%,70% G,"",AF,"",G,"",G,"",2012
BMW AG,BMW,"328i Sedan, 335i Sedan",PC,5%,70% G,"",G,"",G,"",G,"",2012
BMW AG,BMW,"328i, 328xi (Couple/Convertible/ Sportswagon); 335i, 335is (Sedan/Coupe/Convertible); 335xi Coupe",PC,5%,75% G,"",G,"",G,"",G,"",2012
BMW AG,BMW,"528i, 528xi, 535i, 535xi,
535i Active Hybrid, 550i,
550xi, 535i GT, 535xi GT,
550i GT, 550xi GT",PC,5%,75% G,"",G,"",G,"",G,"",2012
BMW AG,BMW,"640i, 650i, 650xi",PC,5%,85% G,"",G,"",G,"",G,"",2012
BMW AG,BMW,"740i, 740Li; 750i, 750xi,
750Li, 750Lxi, 750i Active
Hybrid,750Li Active Hybrid;
760Li",PC,5%,80% G,"",G,"",G,"",G,"",2012
BMW AG,BMW,M3,PC,5%,75% G,"",G,"",G,"",G,"",2012
BMW AG,BMW,"X3 xDrive28i, xDrive35i",MPV,20%,35% G,"",US,"",A,"",G,"",2012
BMW AG,BMW,"X5 xDrive35i, xDrive 35d",MPV,30%,45% G,"",US,"",A,"",G,"",2012
BMW AG,BMW,"X5 xDrive50i, M",MPV,30%,45% G,"",US,"",G,"",G,"",2012
BMW AG,BMW,X6 xDrive35i,MPV,25%,50% G,"",US,"",A,"",G,"",2012
BMW AG,BMW,"X6 xDriver50i, M",MPV,25%,50% G,"",US,"",G,"",G,"",2012
BMW AG,BMW,"Z4 sDrive28i, sDrive35i,
sDrive35is",PC,5%,75% G,"",G,"",G,"",G,"",2012
BMW AG,Mini,"Cooper Countryman, S
Countryman, S
Countryman All4 (Auto)",PC,5%,30% G,20% A,A,"",F,"",J,"",2012
BMW AG,Mini,"Cooper Countryman, S
Countryman, S
Countryman All4 (Manual)",PC,5%,30% G,20% A,A,"",F,"",G,"",2012
BMW AG,Mini,"Cooper/Cooper S
(Hardtop, Clubman,
Convertible, Coupe,
Roadster) Auto",PC,5%,30% UK,25% F,UK,"",F,"",J,"",2012
BMW AG,Mini,"Cooper/Cooper S (Hardtop, Clubman, Convertible, Coupe, Roadster) Manual",PC,5%,30% UK,25% F,UK,"",F,"",G,"",2012
BMW AG,Mini,"John Cooper Works (Hardtop, Clubman, Convertible, Coupe, Roadster) Manual",PC,5%,30% UK,25% F,UK,"",G,"",G,"",2012
Chrysler LLC,Chrysler,300,PC,59%,16% M,"",CN,"",US,M,US,"",2012
Chrysler LLC,Chrysler,200 (Convertible),PC,79%,"","",US,"",US,M,US,"",2012
Chrysler LLC,Chrysler,200 (Sedan),PC,73%,"","",US,"",US,M,US,"",2012
Chrysler LLC,Chrysler,Town & Country,MPV,77%,"","",CN,"",US,M,US,"",2012
Chrysler LLC,Dodge,Avenger (Sedan),PC,74%,"","",US,"",US,"",US,M,2012
Chrysler LLC,Dodge,Caliber,MPV,69%,21% M,"",US,"",US,M,US,"",2012
Chrysler LLC,Dodge,Challenger,PC,66%,15% M,"",CN,"",US,M,US,"",2012
Chrysler LLC,Dodge,Charger,PC,63%,15% M,"",CN,"",US,M,US,"",2012
Chrysler LLC,Dodge,Durango,MPV,69%,"","",US,"",US,M,US,"",2012
Chrysler LLC,Dodge,Grand Caravan,MPV,79%,"","",CN,"",US,M,US,"",2012
Chrysler LLC,Dodge,Journey,MPV,36%,55% M,"",M,"",US,M,US,"",2012
Chrysler LLC,Dodge,Ram Pickup,Truck,70%,18% M,"",US,M,US,M,US,"",2012
Chrysler LLC,Fiat,500,PC,11%,59% M,"",M,"",US,"",I,"",2012
Chrysler LLC,Jeep,Compass,MPV,70%,19% M,"",US,"",US,"",US,"",2012
Chrysler LLC,Jeep,Grand Cherokee,MPV,68%,"","",US,"",US,M,US,"",2012
Chrysler LLC,Jeep,Liberty,MPV,76%,"","",US,"",US,"",US,"",2012
Chrysler LLC,Jeep,Patriot,MPV,70%,19% M,"",US,"",US,"",US,"",2012
Chrysler LLC,Jeep,"Wrangler (2DR, 4DR)",MPV,71%,15% M,"",US,"",US,"",US,G,2012
Fisker Automotive,Fisker,Karma,PC,50%,"","",FN,"",US,"",M,"",2012
Ford Motor,Ford,Edge 2.0L,MPV,70%,"","",CN,"",G,"",US,"",2012
Ford Motor,Ford,"Edge 3.5L, 3.7L",MPV,70%,"","",CN,"",US,"",US,"",2012
Ford Motor,Ford,"Escape 2.5L, 2.5L/Electric
(Auto)",MPV,60%,"","",US,"",M,"",US,"",2012
Ford Motor,Ford,"Escape 2.5L, 2.5L/Electric
(M5, CVT)",MPV,60%,"","",US,"",M,"",J,"",2012
Ford Motor,Ford,Escape 3.0L (Auto),MPV,60%,"","",US,"",US,"",US,"",2012
Ford Motor,Ford,"Escape 3.0L (M5, CVT)",MPV,60%,"","",US,"",US,"",J,"",2012
Ford Motor,Ford,Expedition,MPV,80%,"","",US,"",US,"",US,"",2012
Ford Motor,Ford,Explorer 2.0L,MPV,60%,"","",US,"",G,"",US,"",2012
Ford Motor,Ford,Explorer 3.5L,MPV,60%,"","",US,"",US,"",US,"",2012
Ford Motor,Ford,Fiesta (Auto),PC,15%,40% M,"",M,"",BR,"",G,"",2012
Ford Motor,Ford,Fiesta (Manual),PC,15%,40% M,"",M,"",BR,"",BR,"",2012
Ford Motor,Ford,Flex,MPV,55%,"","",CN,"",US,"",US,"",2012
Ford Motor,Ford,Focus (Auto),PC,40%,15% M,"",US,"",US,"",M,"",2012
Ford Motor,Ford,Focus (Electric),PC,40%,15%M,"",US,"",US,"",US,"",2012
Ford Motor,Ford,Focus (Manual),PC,40%,15% M,"",US,"",US,"",G,"",2012
Ford Motor,Ford,"F-150 3.5L, 3.7L, 6.2L",Truck,75%,"","",US,"",US,"",US,"",2012
Ford Motor,Ford,F-150 5.0L,Truck,75%,"","",US,"",CN,"",US,"",2012
Ford Motor,Ford,"Fusion 2.5L, (Auto)",PC,30%,30% M,"",M,"",M,"",US,"",2012
Ford Motor,Ford,"Fusion 2.5L (M6, Auto -
select shift)",PC,30%,30% M,"",M,"",M,"",J,"",2012
Ford Motor,Ford,Fusion 2.5L HEV (CVT),PC,30%,30% M,"",M,"",M,"",J,"",2012
Ford Motor,Ford,"Fusion 3.0L, 3.5L (Auto -
select shift)",PC,30%,30% M,"",M,"",US,"",J,"",2012
Ford Motor,Ford,Mustang (Auto),PC,55%,"","",US,"",US,"",US,"",2012
Ford Motor,Ford,Mustang (Manual),PC,55%,"","",US,"",US,"",CH,M,2012
Ford Motor,Ford,Taurus,PC,60%,"","",US,"",US,"",US,"",2012
Ford Motor,Ford,Transit Connect,Truck,15%,60% T,"",T,"",SP,"",US,"",2012
Ford Motor,Lincoln,MKS,PC,55%,"","",US,"",US,"",US,"",2012
Ford Motor,Lincoln,MKT,PC,50%,"","",CN,"",US,"",US,"",2012
Ford Motor,Lincoln,MKX,MPV,70%,"","",CN,"",US,"",US,"",2012
Ford Motor,Lincoln,MKZ 2.5L HEV,PC,20%,35% M,20% J,M,"",M,"",J,"",2012
Ford Motor,Lincoln,MKZ 3.5L,PC,20%,35% M,20% J,M,"",US,"",J,"",2012
Ford Motor,Lincoln,Navigator,MPV,80%,"","",US,"",US,"",US,"",2012
Fuji Heavy Industries,Subaru,Forester,MPV,0%,100% J,"",J,"",J,"",J,"",2012
Fuji Heavy Industries,Subaru,"Impreza, Impreza
WRX/STI",PC,0%,100% J,"",J,"",J,"",J,"",2012
Fuji Heavy Industries,Subaru,Legacy,PC,40%,35% J,"",US,"",J,"",J,"",2012
Fuji Heavy Industries,Subaru,Outback,MPV,40%,35% J,"",US,"",J,"",J,"",2012
Fuji Heavy Industries,Subaru,Tribeca,MPV,35%,35% J,"",US,"",J,"",J,"",2012
General Motors,Buick,Enclave,MPV,76%,"","",US,"",US,"",US,"",2012
General Motors,Buick,LaCrosse,PC,60%,15% M,"",US,"",US,"CN, M",US,M,2012
General Motors,Buick,Regal,PC,60%,15% M,"",CN,"",US,"CN, G","US, M","G, J",2012
General Motors,Buick,Verano,PC,60%,"","",US,"",US,K,US,A,2012
General Motors,Cadillac,CTS,PC,70%,"","",US,"",US,CN,US,"J, F",2012
General Motors,Cadillac,Escalade/EXT/ESV,MPV,60%,33% M,"",US,M,US,M,US,M,2012
General Motors,Cadillac,SRX,MPV,26%,65% M,"",M,"",M,"",US,"",2012
General Motors,Chevrolet,Avalanche,MPV,60%,33% M,"",US,M,US,M,US,M,2012
General Motors,Chevrolet,Camaro,PC,75%,"","",CN,"",US,"CN, M",US,"J, M",2012
General Motors,Chevrolet,Caprice,PC,3%,73% AU,"",AU,"",CN,M,M,"",2012
General Motors,Chevrolet,Captiva,MPV,25%,61% M,"",M,"",US,M,US,CN,2012
General Motors,Chevrolet,Colorado,Truck,71%,21% M,"",US,"",US,"",M,J,2012
General Motors,Chevrolet,Corvette,PC,75%,"","",US,"",US,"",US,"",2012
General Motors,Chevrolet,Cruze,PC,60%,"","",US,"",US,K,US,A,2012
General Motors,Chevrolet,Equinox,MPV,70%,"","",CN,"",US,CN,US,"",2012
General Motors,Chevrolet,Express,"MPV, Truck",82%,"","",US,"",US,"",US,M,2012
General Motors,Chevrolet,Impala,PC,80%,15% M,"",CN,"",US,M,US,"",2012
General Motors,Chevrolet,Malibu,PC,75%,"","",US,"",US,M,US,"",2012
General Motors,Chevrolet,Silverado,Truck,62%,34% M,"",US,M,US,M,US,M,2012
General Motors,Chevrolet,Sonic,PC,47%,20% K,"",US,"",US,K,US,A,2012
General Motors,Chevrolet,Suburban,MPV,60%,33% M,"",US,M,US,M,US,M,2012
General Motors,Chevrolet,Tahoe,MPV,60%,33% M,"",US,M,US,M,US,M,2012
General Motors,Chevrolet,Traverse,MPV,76%,"","",US,"",US,"",US,"",2012
General Motors,Chevrolet,Volt,PC,46%,18% K,"",US,"",A,"",US,"",2012
General Motors,GMC,Acadia,MPV,76%,"","",US,"",US,"",US,"",2012
General Motors,GMC,Canyon,Truck,71%,21% M,"",US,"",US,"",M,J,2012
General Motors,GMC,Savana,"MPV, Truck",82%,"","",US,"",US,"",US,M,2012
General Motors,GMC,Sierra,Truck,62%,34% M,"",US,M,US,M,US,M,2012
General Motors,GMC,Terrain,MPV,70%,"","",CN,"",US,CN,US,"",2012
General Motors,GMC,"Yukon, Denali Yukon XL,
Denali XL",MPV,60%,33% M,"",US,M,US,M,US,M,2012
General Motors,Saab,9-4X,MPV,20%,60% M,"",M,"",M,AU,US,J,2012
Hyundai Motor Co.,Hyundai,Accent MC,PC,2%,95% K,"",K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Accent RB,PC,1%,91% K,"",K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,"Elantra ""MD""",PC,2%,89% K,3% J,US,"",US,"",K,"",2012
Hyundai Motor Co.,Hyundai,"Elantra ""UD""",PC,34%,65% K,"",US,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Elantra Touring FD WGN,PC,1%,96% K,"",K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Eqqus VI,PC,2%,78% K,20% OT,K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Genesis Coupe BK,PC,3%,86% K,"",K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Genesis Sedan BH,PC,0.20%,78% K,22% OT,K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Santa Fe CMa,MPV,44%,55% K,"",US,"",K,"",US,"",2012
Hyundai Motor Co.,Hyundai,Sonata Hybrid YF HEV,PC,2%,90% K,2% J,US,"",US,"",K,"",2012
Hyundai Motor Co.,Hyundai,Sonata YF,PC,41%,58% K,"",US,"",US,"",K,"",2012
Hyundai Motor Co.,Hyundai,Tucson,MPV,1%,96% K,"",K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Veloster FS,PC,1%,81% K,19% OT,K,"",K,"",K,"",2012
Hyundai Motor Co.,Hyundai,Veracruz EN,MPV,4%,80% K,16% OT,K,"",K,"",K,"",2012
Jaguar LandRover,Jaguar,XF,PC,4%,62% UK,20% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,Jaguar,XF Portfolio,PC,4%,61% UK,21% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,Jaguar,"XFR, XF Supercharged",PC,4%,62% UK,19% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,Jaguar,"XJ Supersport, XJL
Supersport",PC,1%,54% UK,30% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,Jaguar,"XJ, XJL, XJ Supercharged,
XJL Supercharged",PC,1%,55% UK,25% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,Jaguar,XK (Coupe),PC,1%,68% UK,16% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,Jaguar,"XK, XKR (Convertible)",PC,1%,70% UK,15% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,Jaguar,"XKR, XKR-S (Coupe); XKR-
S(Convertible)",PC,1%,69% UK,15% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,LandRover,LR2 I6,MPV,1%,65% UK,"",UK,"",UK,"",J,"",2012
Jaguar LandRover,LandRover,LR4 5.0L,MPV,1%,73% UK,11% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,LandRover,Range Rover 5.0L,MPV,1%,67% UK,16% G,UK,"",UK,"",G,"",2012
Jaguar LandRover,LandRover,"Range Rover 5.0L
Supercharged",MPV,1%,68% UK,15% G,UK,"",UK,"",G,"",2012
